0	0.592954	0.648901	0.770758	0.993416	0.993416	0.853798	3.11481	2.19339	2.01132	1.03653	1.2452	1.7168	1.73631	2.19367	2.24913	3.43622	3.43622	3.75161	3.33346	2.30467	3.04351	2.98836	3.15176	1.60268	1.7157	1.28814	0.808243	2.73327	3.4995	3.31019	2.58005	0.758072	1.92558	1.5189	1.78978	1.21836	2.73582	0.589944	2.70469	0.554026	2.79579	2.34843	2.69815	2.03084	1.44365	2.40061	0.600102	3.06244	2.52801	
0.592954	9.50416e-05	0.126281	0.375831	1.15048	1.15048	0.887856	3.25871	2.73698	2.57615	1.55956	1.01846	1.47589	1.29427	1.75142	1.9458	3.11475	3.11475	3.43909	2.96399	2.43197	3.56994	3.48093	3.61628	2.07794	2.17214	1.61456	1.13293	2.56951	3.31778	3.53015	2.30027	0.197012	1.47053	1.19102	1.70038	1.7763	2.49387	0.0099952	2.94714	1.12155	2.9879	1.92398	2.30641	2.57416	1.11294	1.95523	1.01023	2.71057	2.29337	
0.648901	0.126281	9.50416e-05	0.25131	1.07594	1.07594	0.801686	3.16317	2.73992	2.59099	1.64886	0.89601	1.35068	1.17569	1.6343	1.81965	2.98957	2.98957	3.31372	2.84122	2.33704	3.56297	3.4611	3.58683	2.17943	2.27712	1.56264	1.09171	2.44575	3.19274	3.44571	2.174	0.110286	1.3545	1.06478	1.58406	1.85536	2.36776	0.136264	2.8684	1.19437	2.9005	1.80497	2.18472	2.57755	0.986686	1.83901	0.99299	2.58653	2.16746	
0.770758	0.375831	0.25131	0	0.914771	0.914771	0.624739	2.94785	2.71164	2.58741	1.80427	0.645303	1.10009	0.974229	1.43431	1.57759	2.75389	2.75389	3.0768	2.61675	2.12443	3.51113	3.38449	3.49117	2.35723	2.46236	1.43764	1.00002	2.19444	2.94195	3.24872	1.92959	0.2547	1.16067	0.822243	1.33931	1.9878	2.11963	0.385791	2.6828	1.32393	2.69948	1.59723	1.96566	2.55126	0.743834	1.64098	0.954849	2.35688	1.91839	
0.993416	1.15048	1.07594	0.914771	0	0	0.292674	2.14143	1.97603	1.92468	1.80703	0.71692	1.0311	1.41356	1.78157	1.57056	2.7013	2.7013	2.99284	2.67792	1.32078	2.70276	2.5327	2.61097	2.3964	2.52921	0.549897	0.331171	1.84418	2.6035	2.38378	1.83431	1.14112	1.58902	1.03886	0.893719	1.86718	1.9301	1.15716	1.79684	1.3257	1.84736	1.87655	2.12427	1.82753	0.997635	1.96762	0.528618	2.39244	1.7267	
0.993416	1.15048	1.07594	0.914771	0	0	0.292674	2.14143	1.97603	1.92468	1.80703	0.71692	1.0311	1.41356	1.78157	1.57056	2.7013	2.7013	2.99284	2.67792	1.32078	2.70276	2.5327	2.61097	2.3964	2.52921	0.549897	0.331171	1.84418	2.6035	2.38378	1.83431	1.14112	1.58902	1.03886	0.893719	1.86718	1.9301	1.15716	1.79684	1.3257	1.84736	1.87655	2.12427	1.82753	0.997635	1.96762	0.528618	2.39244	1.7267	
0.853798	0.887856	0.801686	0.624739	0.292674	0.292674	0.000134409	2.37354	2.2157	2.13858	1.78745	0.519531	0.931281	1.19225	1.59563	1.48177	2.65213	2.65213	2.9572	2.59214	1.54693	2.969	2.81174	2.89791	2.37785	2.5038	0.834746	0.483474	1.88483	2.65139	2.64432	1.78343	0.858343	1.37687	0.84828	0.936503	1.89053	1.91412	0.895428	2.06755	1.28692	2.10043	1.71145	1.99964	2.06204	0.792569	1.79182	0.577546	2.31056	1.70629	
3.11481	3.25871	3.16317	2.94785	2.14143	2.14143	2.37354	0	2.57324	2.77218	3.69221	2.39472	2.17424	2.82477	2.86409	2.25461	2.57132	2.57132	2.66851	2.80607	0.826776	2.66784	2.30504	2.11946	4.2229	4.36473	1.89217	2.31742	1.60144	1.82451	0.502854	2.14312	3.20075	2.88725	2.49497	1.72431	3.63106	1.97117	3.26668	0.640046	3.30522	0.392379	2.80431	2.71276	2.54309	2.52886	2.92215	2.54666	2.60188	1.939	
2.19339	2.73698	2.73992	2.71164	1.97603	1.97603	2.2157	2.57324	0	0.295166	1.92812	2.6929	2.94397	3.38955	3.74493	3.42909	4.40413	4.40413	4.64079	4.47183	2.19149	0.863789	0.920576	1.1839	2.20801	2.33254	1.47575	1.74048	3.3719	4.00043	2.40064	3.60242	2.84384	3.56429	3.01172	2.62441	1.70256	3.6072	2.73751	1.93344	1.89136	2.18882	3.82185	4.01246	0.162913	2.97335	3.92132	1.75819	4.1906	3.43744	
2.01132	2.57615	2.59099	2.58741	1.92468	1.92468	2.13858	2.77218	0.295166	0	1.65511	2.63686	2.92882	3.32793	3.70614	3.43604	4.45926	4.45926	4.7097	4.50476	2.3193	1.11434	1.21006	1.47831	1.91478	2.03836	1.47134	1.65544	3.44901	4.1088	2.63627	3.63511	2.69792	3.50866	2.96261	2.64739	1.41995	3.66006	2.57575	2.13677	1.66068	2.38228	3.79613	4.01333	0.234623	2.91772	3.89033	1.63506	4.22063	3.481	
1.03653	1.55956	1.64886	1.80427	1.80703	1.80703	1.78745	3.69221	1.92812	1.65511	0	2.2504	2.70781	2.77283	3.23003	3.25291	4.43424	4.43424	4.74275	4.35182	2.95952	2.76825	2.84309	3.08334	0.591401	0.72222	1.81475	1.4999	3.64776	4.40972	3.76158	3.56804	1.7502	2.96196	2.54318	2.69289	0.281693	3.70096	1.5531	3.16004	0.503401	3.32333	3.38328	3.72611	1.79178	2.4699	3.43694	1.2792	4.07611	3.49334	
1.2452	1.01846	0.89601	0.645303	0.71692	0.71692	0.519531	2.39472	2.6929	2.63686	2.2504	0	0.475733	0.697066	1.07807	1.0051	2.19148	2.19148	2.50642	2.10219	1.59333	3.4064	3.2168	3.26943	2.83381	2.95292	1.24437	0.992722	1.55215	2.30569	2.74569	1.33593	0.888378	0.872582	0.329648	0.711288	2.37918	1.50291	1.0283	2.22301	1.74723	2.19262	1.19203	1.49058	2.54433	0.281066	1.27268	1.09505	1.82571	1.29711	
1.7168	1.47589	1.35068	1.10009	1.0311	1.0311	0.931281	2.17424	2.94397	2.92882	2.70781	0.475733	9.50416e-05	0.653794	0.833495	0.55066	1.72651	1.72651	2.03745	1.66204	1.44262	3.5853	3.35498	3.36538	3.29499	3.41678	1.46849	1.35206	1.1022	1.84213	2.58308	0.863672	1.32681	0.747631	0.346621	0.468779	2.82115	1.02761	1.48586	2.12949	2.20462	2.04285	0.881651	1.09349	2.80672	0.406311	0.987325	1.5	1.37958	0.822612	
1.73631	1.29427	1.17569	0.974229	1.41356	1.41356	1.19225	2.82477	3.38955	3.32793	2.77283	0.697066	0.653794	0	0.460319	0.795678	1.86602	1.86602	2.19247	1.68176	2.09398	4.09915	3.90014	3.93874	3.33111	3.43657	1.93846	1.67522	1.5922	2.24345	3.23684	1.14524	1.10232	0.191702	0.396247	1.11995	2.94217	1.3828	1.30354	2.77483	2.28316	2.6957	0.629732	1.01942	3.24027	0.418745	0.666786	1.74547	1.44365	1.21934	
2.19367	1.75142	1.6343	1.43431	1.78157	1.78157	1.59563	2.86409	3.74493	3.70614	3.23003	1.07807	0.833495	0.460319	0	0.627613	1.47383	1.47383	1.79668	1.2529	2.21603	4.41228	4.18749	4.19843	3.79066	3.89666	2.27296	2.07053	1.43772	1.97979	3.31454	0.895535	1.55773	0.282499	0.748455	1.2729	3.39417	1.14645	1.76054	2.9157	2.73781	2.79685	0.187386	0.594675	3.60156	0.803883	0.206969	2.16527	1.04047	1.03637	
2.24913	1.9458	1.81965	1.57759	1.57056	1.57056	1.48177	2.25461	3.42909	3.43604	3.25291	1.0051	0.55066	0.795678	0.627613	9.50416e-05	1.18726	1.18726	1.50515	1.11178	1.66188	4.01774	3.76004	3.73702	3.83805	3.95785	1.96516	1.89633	0.822108	1.44846	2.71815	0.360006	1.77523	0.748423	0.755428	0.814223	3.3709	0.58775	1.95575	2.36121	2.74951	2.21773	0.549783	0.585804	3.29944	0.833798	0.66801	2.05009	0.828922	0.429776	
